raw_character_text,spoken_words
Lisa Simpson,"No, thanks!"
Homer Simpson,Pull!
Lenny Leonard,"Assault weapons have gotten a lot of bad press lately, but they're manufactured for a reason: to take out today's modern super-animals, such as the flying squirrel and the electric eel."
Homer Simpson,"Learnin' somethin', Marge?"
Marge Simpson,
Moe Szyslak,"Uh, hi, I'm Moe S."
Crowd,"Hi, Moe."
Moe Szyslak,"Yeah so, last night I was closing up the bar, when some young punk comes in and tries to stick me up."
Crowd,
Sideshow Mel,"Whatever did you do, Moe?"
Moe Szyslak,"Well, it coulda been a real ugly situation, but I managed to shoot him in the spine."
Crowd,
Moe Szyslak,"Yeah, I guess the next place he robs better have a ramp."
Crowd,
Homer Simpson,"Hi, I'm Homer S."
Crowd,"Hi, Homer."
Homer Simpson,"Hi. It seems to me if a gun can protect something as important as a bar, it's good enough to protect my family. So if you'll have me, I would like to become a lifetime member of your wonderful organization!"
Crowd,Woo! / Yeah! / Way to go! /
Marge Simpson,"Homer, you can't join up with these gun nuts."
Homer Simpson,"Oh, come on, be fair Marge. For once in your life, be fair."
Marge Simpson,
,
Homer Simpson,Sorry.
Squeaky-Voiced Teen,My fault.
,
Apu Nahasapeemapetilon,"Oh, don't shoot. Just take the money and get out."
Homer Simpson,"What? Oh Apu, I would never..."
Homer Simpson,Or would I?
Homer Simpson,I'll do it! I'll rob the Kwik-E-Mart.
,
Homer Simpson,"All right, put your... Oh well, I'll rob it next time."
,
Lisa Simpson,"Can you help me get my ball down from the roof, Dad?"
Homer Simpson,"Sure thing, honey."
Homer Simpson,You want me to get the cat down?
Bart Simpson,"Missed one, Dad."
Homer Simpson,"See you in hell, dinner plate."
Marge Simpson,Does anyone know where all my dinner plates went?
Bart Simpson,Uhmm...
Homer Simpson,"Mmm, you probably left them at work. On another topic, guess who was picked to host the next NRA get-together?"
Marge Simpson,"Homer, I told you this morning, no guns at the dinner table."
Homer Simpson,You said the breakfast table.
Marge Simpson,It's the same table!
Homer Simpson,"Listen, if it'll make you feel any better, I'll put the safety on."
Homer Simpson,"Oops, guess it already was on."
Homer Simpson,Uh. I'd better just put it down.
Lisa Simpson,"No offense, Mom, but that was pretty cool."
Marge Simpson,"Homer, I think you'd agree that I've put up with a lot in this marriage."
Marge Simpson,"But this is the first time since we've been married that I've actually feared for our lives. So I'm asking you, if you really care about me and the children, please, please get rid of the gun."
Homer Simpson,"All right, Marge. I'll do it. For you."
Marge Simpson,I'm a lucky woman.
Homer Simpson,And I'm a wonderful man.
Bart Simpson,I don't feel them.
Milhouse Van Houten,"You said there'd be fudge-icles, Bart. Where's the fudge-icles?"
Bart Simpson,"First, it's fudge-cicle... And I know they're up there. I just need a better foothold."
Bart Simpson,Hello.
Bart Simpson,"And the next marksman is... William Tell, Jr.!"
Milhouse Van Houten,Jinx!
Marge Simpson,Bart!
Homer Simpson,"Oh, I see Bart gets to have a gun."
Marge Simpson,You lied to me! You promised to get rid of this gun!
Homer Simpson,"I put it in a safe place, Marge. I mean, what are the odds the boy would look in the vegetable crisper?"
Marge Simpson,"How could you?! Of all the terrible things you've ever done in your life, this is the worst... the most despicable..."
Homer Simpson,"But Marge, I swear to you, I never thought you'd find out!"
Marge Simpson,"Until you decide what's more important - your gun or your family - we can't live in the same house. Come on, kids."
Homer Simpson,So this is the thanks I get for protecting my family? Then go! I'll be just fine!
,
Milhouse Van Houten,Do I!
,
Marge Simpson,I've left Homer.
Selma Bouvier,Thank God.
Marge Simpson,So we need a place to spend the night.
Selma Bouvier,Try the Sleep-Eazy Motel. I woke up there once. Seemed nice.
Marge Simpson,Why can't we stay here?
Selma Bouvier,"Uh, we have a gentleman caller."
Repairman,"Hey, this TV's not broken, it's just unplugged! What the..."
,
Homer Simpson,"Ooo, the gun club's gonna be here any minute!"
Homer Simpson,They're here! They're here!
Moe Szyslak,"Hiya, Homer. I brung ya a big bag of irregular Oreos."
Moe Szyslak,I don't see what's wrong with this one. Oh.
,
Hooker,"Lookin' for a good time, sailor?"
Bart Simpson,I certainly am.
Marge Simpson,No you're not. He's really not.
,
Moe Szyslak,"And that's how, with a few minor adjustments, you can turn a regular gun into five guns."
Homer Simpson,"Here's some more chocolate curls, gun buddies."
Homer Simpson,Anyone else want a beer?
Dr. Julius Hibbert,Homer! You use your gun as a can opener?
Homer Simpson,I use it for everything! Watch me turn on the TV.
Agnes Skinner,I've never seen such recklessness!
Louie,You might'a hurt someone!
Cletus Spuckler,Are you some kind of moron?
Homer Simpson,"Yeah, but..."
Krusty the Clown,"Hey, yutz. Guns aren't toys! They're for family protection, hunting dangerous or delicious animals, and keeping the King of England out of your face."
Moe Szyslak,"Your membership card please, Homer."
Homer Simpson,
Moe Szyslak,I'll also need to remove your tattoo.
Homer Simpson,I didn't get one yet.
Moe Szyslak,Rats.
Dr. Julius Hibbert,"Now, since you're no longer a member, please go outside until the meeting is over."
,
Bart Simpson,"Hey, we got a pool!"
Lisa Simpson,"Can we go swimmin', Mom?"
Marge Simpson,"Not right now, dear."
Bart Simpson,Wow! The TV's coin-operated.
Lisa Simpson,And so is the Bible!
Bart Simpson,"I'd like to order a wake-up call, please... three AM... ah, for every room except this one... that's right. Goodnight."
Bart Simpson,Always love tryin' out new material on the road.
Bart Simpson,"No way are you gonna to beat me this time, Lis!"
Lisa Simpson,"Yes I am! Come on, Spotty!"
Bart Simpson,"Come on, Smelly!"
,
Homer Simpson,"This gun cost me everything. My wife, my kids... everything but my precious, precious gun."
Homer Simpson,This stinks. I want my family back.
,
Bart Simpson,"Hey, is that a camera in the ceiling?"
Muffled Voice,No. Go back to sleep.
Lisa Simpson,This bed is making me nauseous. Why won't it stop?!
Marge Simpson,"Honey, it'll be morning soon. Try and get some sleep."
Marge Simpson,
Mayor Joe Quimby,"Oh, uh, I'm sorry. Are you planning to stay the whole night?"
Marge Simpson,Yes.
Mayor Joe Quimby,All right. Vote Quimby.
Homer Simpson,"Marge? Sorry. Marge? Oh, sorry. Marge?"
Mayor Joe Quimby,Vote Quimby.
Homer Simpson,Sorry.
Marge Simpson,"Down here, Homer."
Homer Simpson,"Oh, Marge, there's so many things I want to yell to you!"
Marge Simpson,Come down here.
Homer Simpson,O-kay!
,
Homer Simpson,"Oh-ho, confused, would we?"
,
Homer Simpson,"Oh, honey, please come home. I need you. It's dark in the house and I'm hungry and lonesome. And there's no one there to hear my various witty remarks."
Marge Simpson,What about the gun?
Homer Simpson,"It's gone for good, Marge. I finally realized, what's the point of having a gun for protection if you've got no one to protect?"
Marge Simpson,"Oh, Homie."
Marge Simpson,"C'mon, kids. We're goin' home."
Lisa Simpson,Yayyy!
,
Desk Clerk,"Okey doke, here's your bill. And your Continental Breakfast."
Snake Jailbird,"All right, everybody, hands up! You - give me the cash drawer."
Mayor Joe Quimby,Do what he says. I'm too rich to die.
Homer Simpson,"Freeze, bad guy!"
Mayor Joe Quimby,Vote Quimby.
Snake Jailbird,"Okay, man, don't shoot. Chill."
Marge Simpson,Homer! You said you got rid of the gun. You lied to me! Again!
Homer Simpson,"I know I said that, but what I secretly meant was..."
Snake Jailbird,Yoink!
Homer Simpson,"The joke's on you, buddy. There's no bullets in that thing."
Snake Jailbird,"Yo, give me the bullets."
Homer Simpson,"Okay, don't shoot!"
Moe Szyslak,Drop it!
Marge Simpson,How did you know we were being robbed?
Lenny Leonard,The clerk here pressed the silent alarm and we picked it up on our scanner.
Lisa Simpson,Did anyone stop that robber?
Moe Szyslak,"No, I don't think so."
Homer Simpson,"I'm sorry I lied to you, Marge. But this gun had a hold on me. I felt this incredible surge of power, like God must feel when he's holding a gun. So please, get rid of it, because I know I'll just lie to you again and again!"
Marge Simpson,
,
Dr. Julius Hibbert,"Well, your cholesterol level is lethally high, Homer. But I'm more concerned about your gravy level."
Homer Simpson,Now wait a second. You doctors have been telling us to drink eight glasses of gravy a day!
Dr. Julius Hibbert,"Well, you're a little confused."
Maude Flanders,"Okay, gentlemen, I want you to raise your hand when you hear the tone."
Old Jewish Man,You can't tell me what to do!
Grampa Simpson,Nothin' yettt...
Marge Simpson,"Now make no mistake. When I say ""first aid,"" I'm not talking about some sort of charity rock concert!"
Marge Simpson,I'm talking about treating serious injuries.
Krusty the Clown,"Serious injuries. Oh, that's gold."
Lisa Simpson,"Mom, mom. I stepped in a bear trap."
Marge Simpson,Sounds like you need some first aid.
Crowd,Ohhh. / Bravo. / All right.
Rainier Wolfcastle,Come on. You can't do one sit-up?
Ãœter,"I loved your last McBain movie, Mr. Wolfcastle."
Rainier Wolfcastle,"Quit stalling, fatty."
Rainier Wolfcastle,We can wait.
Rainier Wolfcastle,Come to Papa.
Rainier Wolfcastle,C'mon! Even my fat mama can touch her toes.
Martin Prince,"Hey, Bart. We wear the same underpants."
,
Kent Brockman,"Results from yesterday's Health Fair are in and the news is not good. Springfield is in terrible shape, particularly our young boys."
Lisa Simpson,"Hey, Tubby. Want another Pop-Tart, Tubby?"
Bart Simpson,I'm comfortable with who I am.
Homer Simpson,You're a disgrace to this family.
Kent Brockman,In this reporter's opinion it's time for our lard-laden lads to shape up. Get out and try fun activities like military service...Frenetic dancing...
Kent Brockman,Or good old-fashioned Pee Wee Football!
Homer Simpson,"There you go, Bart, Pee Wee Football will melt away those unsightly pounds and inches."
Bart Simpson,"Yeah, but I could get seriously hurt."
Homer Simpson,Then it's settled.
,
Rod Flanders,"We don't have to play football do we, Daddy?"
Ned Flanders,"Ho-ho-ho, you betcha. Team sports'll keep you away from temptations like rock music and girls."
Todd Flanders,Yayyy!
Luann Van Houten,"You know, Milhouse, you are getting a little doughy."
Milhouse Van Houten,"Aw, can't I just have the surgery?"
,
,
Marge Simpson,"He's going to need a... you know, ""protection."""
Clerk,"Sure, one helmet comin' up."
Marge Simpson,I was thinking more like protection for... down there.
Clerk,Ohhh. Why didn't you say so? Knee pads. You got it.
Marge Simpson,"I'm talking about his ""personal area."""
Clerk,"Ahhh, ahh, say no more... I read you loud and clear. The old shoulder pads."
Marge Simpson,"Look, I want a cup."
Clerk,"Cup, could you spell that?"
Marge Simpson,C-U-P! I wanna C-U-... Oh my god!
,
Bart Simpson,"Okay, Milhouse, lets try out the new cup."
Bart Simpson,Again.
Marge Simpson,"Milhouse, stop that!"
,
Ned Flanders,"Little higher, Wendell... A lot higher, Martin... Ah, Ralph, that's a basketball."
Ned Flanders,"Oof! Okay, Nelson's our quarterback."
Nelson Muntz,"Thanks, four-eyes."
Ned Flanders,"Ralph, you'll be on special teams."
Ralph Wiggum,I'm special!
Ned Flanders,"And, uh, Bart, you'll be a tackle."
Bart Simpson,Cool!
Martin Prince,"Careful, Bart, you'll break my calculator, by which I mean my head."
Lisa Simpson,What position have you got for me?
Players,Huh? / Wha? / Etc.
Lisa Simpson,That's right. A girl wants to play football. How about that?
Ned Flanders,"Well, that's super-duper, Lisa! In fact, we already have four girls on the team."
Lisa Simpson,You do?
Ned Flanders,"Uh-huh, but we'd love to have you on board."
Lisa Simpson,Well... football's not really my thing.
Team,Oh no. What? / No way! / Aww.
Lisa Simpson,"After all, what civilized person would play a game with the skin of an innocent pig?!"
Ned Flanders,"Well, actually, Lisa, these balls are synthetic."
JANEY,"And for every ball you buy, a dollar goes to Amnesty International."
Lisa Simpson,I've gotta go.
Ned Flanders,Who are we?
Team,The Wildcats!
Ned Flanders,Who are we going to beat?
Team,The Wildcats!
Homer Simpson,"Hey, Flanders. You're the worst coach this team has ever had."
Marge Simpson,He's the only coach this team has ever had. And the season hasn't even started yet.
Homer Simpson,"Yeah, well... he's wearing that hat like an idiot."
Marge Simpson,"You know, Homer, it's very easy to criticize."
Homer Simpson,"Fun, too."
Ned Flanders,"All right, Wildcats! Are you ready to give 110 per cent, take it one game at a time, and go the whole nine yards?"
Team,Yeah! Nine yards!
Ned Flanders,"Okilly-dokilly, let's put on our game faces."
Nelson Muntz,Gimme the ball... and your lunch money.
Nelson Muntz,I love this game.
Marge Simpson,"Ooo, he's quite a little dancer."
Homer Simpson,"Ahh, you got lucky, Flanders! And fix that hat!"
Ned Flanders,"Yeah. Thanks for the tip, Homer..."
Nelson Muntz,"Okay, Simpson, you're blocking for me on this play."
Bart Simpson,All right!
Nelson Muntz,"Hut, hut, hike, hike, HUT!"
Bart Simpson,It's clobberin' time.
Bart Simpson,
Nelson Muntz,"You okay, Bart?"
Bart Simpson,Yeah.
Team,Yayyy! / I'm special! / Wooo! / Etc.
Homer Simpson,"Huh, big deal. I've been carried out of Moe's like that hundreds of times."
,
Nelson Muntz,What a rip!!
Homer Simpson,"Well, I'm tellin' ya, Flanders can't coach at all! Now I'm not the type to have a grudge for no reason..."
Roy Firestone,"Sir, if I could just break in for a moment..."
Homer Simpson,"Yes, Roy."
Roy Firestone,Do you have a question for Sandy Koufax?
Homer Simpson,"Yes. Mr. Koufax, don't you think Flanders is a big jerk? Y'ello? Y'ello?"
Homer Simpson,"Yeah, Homer again. I think we got cut off. Y'ello?"
